DateTime,Location,Lattitude,Longitude,AirQualityLevel,Temperature,Humidity,HeatIndex,CO,CO2,Ethanol,NH4,Toluene,Acetone,DustDensity
04/09/2023 20:37,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04332,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:37,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97222,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:37,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97222,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97192,80.04334,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"EEE BLOCK, CHENNAI INSTITUTE OF TECHNOLOGY, Malayambakkam, Tamil Nadu 602109, India
",12.97123,80.04288,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"EEE BLOCK, CHENNAI INSTITUTE OF TECHNOLOGY, Malayambakkam, Tamil Nadu 602109, India
",12.97123,80.04288,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04328,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04328,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04328,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97202,80.04331,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97202,80.04331,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97202,80.04331,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04335,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04335,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04335,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04335,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:38,"X2CV QFM, Malayambakkam, Tamil Nadu 602109, India
",12.97187,80.04337,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:39,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:39,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:39,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97198,80.04336,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:40,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04327,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97185,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97185,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97185,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:41,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04326,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:42,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97209,80.04319,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:42,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.9721,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:44,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:44,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:44,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04323,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:44,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97192,80.04326,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:44,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97212,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:45,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97211,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:45,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97211,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:45,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97205,80.04327,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:45,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97205,80.04332,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97205,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97205,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97205,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97205,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97199,80.04333,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97197,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97193,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97193,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:46,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97193,80.04325,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04323,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04323,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV Q3P, Malayambakkam, Tamil Nadu 602109, India
",12.97185,80.04295,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97232,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97232,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97203,80.04333,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97196,80.04336,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97196,80.04336,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:47,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97196,80.04336,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97186,80.04327,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97196,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97179,80.04326,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97181,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97181,80.04318,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.0433,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.0433,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:48,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.0433,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:49,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04322,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:49,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04322,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:49,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04322,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:49,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97204,80.04322,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97183,80.04319,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97183,80.04319,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.972,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.972,80.04317,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04313,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04313,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97202,80.04309,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97208,80.04312,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97222,80.04334,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97222,80.04334,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97212,80.04308,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97209,80.0432,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:50,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.9721,80.04315,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97203,80.0433,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97203,80.0433,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97219,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97219,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97219,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97219,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,No address available,0,0,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:51,"X2CV Q3P, Malayambakkam, Tamil Nadu 602109, India
",12.972,80.04301,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:52,"X2CV QFM, Malayambakkam, Tamil Nadu 602109, India
",12.97187,80.04333,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:52,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97198,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:52,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97198,80.04321,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:53,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.972,80.04311,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:53,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.972,80.04311,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:54,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97187,80.0432,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:54,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97187,80.0432,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:54,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97187,80.0432,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:54,"X2CV QFM, Malayambakkam, Tamil Nadu 602109, India
",12.97194,80.0434,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:54,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97215,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:56,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:56,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:56,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97201,80.04324,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:56,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97188,80.04316,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:56,"X2CV J6W, SH 113, Malayambakkam, Tamil Nadu 602109, India
",12.97188,80.04316,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
04/09/2023 20:56,"X2CV V88 Park, Malayambakkam, Tamil Nadu 602109, India
",12.97202,80.04323,Good,31.5C,95%,49.09C,7.12 PPM,1428.95 PPM,94.18 PPM,47.97 PPM,6.92 PPM,33.53 PPM,0
